Date,Year,Month,Day,Weekday,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-02-03,2014,2,3,Monday,36.310001373291016,34.90999984741211,35.25,38974100.0,28.443235397338867,-0.023004757336777204,30.401703562055314,31.143422733653676
2014-02-04,2014,2,4,Tuesday,35.97999954223633,35.25,35.81999969482422,20948700.0,28.903173446655273,0.016170384377560465,30.15963363647461,31.046020590740703
2014-02-05,2014,2,5,Wednesday,35.84000015258789,34.959999084472656,35.2400016784668,29446400.0,28.43516731262207,-0.016192205845388274,29.921020780290878,30.93723503748576
2014-02-06,2014,2,6,Thursday,35.81999969482422,34.36000061035156,35.22999954223633,53685400.0,28.427104949951172,-0.0002835349123238018,29.703734261648997,30.836829833984375
2014-02-07,2014,2,7,Friday,36.470001220703125,35.41999816894531,36.11000061035156,31248000.0,29.13717269897461,0.024978546013517233,29.560220854622976,30.771458405714768
2014-02-10,2014,2,10,Monday,35.91999816894531,34.619998931884766,34.900001525878906,43268400.0,28.16082191467285,-0.03350876882904008,29.361953326633998,30.67476816530581
2014-02-11,2014,2,11,Tuesday,35.7400016784668,35.189998626708984,35.25,23772400.0,28.443235397338867,0.010028595171040378,29.15734604426793,30.595070566449845
2014-02-12,2014,2,12,Wednesday,35.650001525878906,35.130001068115234,35.560001373291016,23300900.0,28.693387985229492,0.008794800745980824,28.99250861576625,30.529495305028455
2014-02-13,2014,2,13,Thursday,35.220001220703125,34.7599983215332,35.20000076293945,30500900.0,28.40289306640625,-0.010124106605075012,28.89856215885707,30.45860856374105
2014-02-14,2014,2,14,Friday,36.08000183105469,35.25,35.95000076293945,22767300.0,29.008073806762695,0.02130701048451389,28.8518773487636,30.41181711996755
2014-02-18,2014,2,18,Tuesday,36.4900016784668,36.0,36.310001373291016,24555900.0,29.298555374145508,0.010013817853534723,28.82305976322719,30.377027690410614
2014-02-19,2014,2,19,Wednesday,36.720001220703125,36.0,36.029998779296875,23060900.0,29.072622299194336,-0.007711406656948916,28.804616246904647,30.337500254313152
2014-02-20,2014,2,20,Thursday,36.599998474121094,36.0,36.5099983215332,18637700.0,29.45992660522461,0.013321959816504192,28.785595893859863,30.311689264634076
2014-02-21,2014,2,21,Friday,36.75,36.13999938964844,36.689998626708984,51722400.0,29.60517692565918,0.004930437281157829,28.820753370012557,30.29150319780622
2014-02-24,2014,2,24,Monday,36.81999969482422,36.439998626708984,36.54999923706055,22000200.0,29.49221420288086,-0.0038156408611229597,28.89568042755127,30.26930072572496
2014-02-25,2014,2,25,Tuesday,36.79999923706055,35.9900016784668,36.099998474121094,22504100.0,29.129108428955078,-0.012311919729998122,28.911818640572683,30.238484717704154
2014-02-26,2014,2,26,Wednesday,37.130001068115234,35.939998626708984,36.83000183105469,26657500.0,29.718143463134766,0.020221526368248588,29.003459794180735,30.224791526794434
2014-02-27,2014,2,27,Thursday,36.849998474121094,35.970001220703125,36.77000045776367,28750100.0,29.66973304748535,-0.0016289851924790044,29.092218944004603,30.2105592580942
2014-02-28,2014,2,28,Friday,36.7599983215332,35.88999938964844,36.20000076293945,44345100.0,29.209787368774414,-0.01550218459919439,29.097405706133163,30.185539960861206
2014-03-03,2014,3,3,Monday,36.59000015258789,35.70000076293945,36.209999084472656,24013200.0,29.217864990234375,0.0002765381807809941,29.172908782958984,30.16193813230933
2014-03-04,2014,3,4,Tuesday,36.9900016784668,36.43000030517578,36.93000030517578,17884600.0,29.798826217651367,0.01988376726400687,29.269736698695592,30.15329261053176
2014-03-05,2014,3,5,Wednesday,38.04999923706055,37.33000183105469,37.52000045776367,28489000.0,30.274911880493164,0.015976658253733067,29.382702691214426,30.156120965647144
2014-03-06,2014,3,6,Thursday,38.04999923706055,37.540000915527344,37.540000915527344,19105200.0,30.291038513183594,0.0005326731504318172,29.51757022312709,30.159187273545697
2014-03-07,2014,3,7,Friday,38.0099983215332,37.45000076293945,37.689998626708984,17547800.0,30.412078857421875,0.003995912658643297,29.61785629817418,30.164807086520725
2014-03-10,2014,3,10,Monday,37.560001373291016,36.7599983215332,37.09000015258789,17552600.0,29.927932739257812,-0.01591953382844491,29.662811824253627,30.159657644188922
2014-03-11,2014,3,11,Tuesday,37.119998931884766,35.02000045776367,35.18000030517578,41033400.0,28.386756896972656,-0.05149623449479113,29.61382143838065,30.12193635169496
2014-03-12,2014,3,12,Wednesday,35.25,34.369998931884766,34.86000061035156,46300500.0,28.1285457611084,-0.009096183012431203,29.518722806658065,30.08040738105774
2014-03-13,2014,3,13,Thursday,35.15999984741211,33.869998931884766,34.09000015258789,39628600.0,27.507238388061523,-0.022088144133847076,29.36887005397252,30.02789372813945
2014-03-14,2014,3,14,Friday,34.560001373291016,33.56999969482422,34.09000015258789,31908600.0,27.751453399658203,0.008878209006349058,29.24452999659947,29.982364921569825
2014-03-17,2014,3,17,Monday,34.689998626708984,33.709999084472656,34.630001068115234,29696400.0,28.191049575805664,0.015840474003890437,29.177525792803085,29.88533432006836
2014-03-18,2014,3,18,Tuesday,35.2400016784668,34.5,35.16999816894531,21329700.0,28.63063621520996,0.01559312781960287,29.099846703665598,29.819366188049315
2014-03-19,2014,3,19,Wednesday,36.0,34.599998474121094,34.90999984741211,14690900.0,28.418989181518555,-0.007392327299348245,29.01050785609654,29.735770416259765
2014-03-20,2014,3,20,Thursday,35.27000045776367,34.400001525878906,35.2599983215332,14456100.0,28.70391082763672,0.010025748780095656,28.974373817443848,29.661100769042967
2014-03-21,2014,3,21,Friday,35.5,34.779998779296875,35.0099983215332,24010100.0,28.500391006469727,-0.007090316800003382,28.923125675746373,29.57881031036377
2014-03-24,2014,3,24,Monday,35.16999816894531,34.279998779296875,35.13999938964844,21461500.0,28.606220245361328,0.0037132556836703134,28.837939534868514,29.49750675201416
2014-03-25,2014,3,25,Tuesday,35.18000030517578,34.189998626708984,34.5099983215332,24817600.0,28.093358993530273,-0.01792831235417125,28.682114328656876,29.413369522094726
2014-03-26,2014,3,26,Wednesday,34.7400016784668,34.20000076293945,34.220001220703125,16997000.0,27.85728645324707,-0.00840314397212416,28.50827489580427,29.331772766113282
2014-03-27,2014,3,27,Thursday,34.9900016784668,34.11000061035156,34.5099983215332,16382900.0,28.093358993530273,0.008474355198931693,28.34265204838344,29.247796897888183
2014-03-28,2014,3,28,Friday,35.02000045776367,34.560001373291016,34.72999954223633,19175400.0,28.2724552154541,0.006375037672251116,28.224403653826034,29.17773105621338
2014-03-31,2014,3,31,Monday,34.790000915527344,33.95000076293945,34.41999816894531,24292600.0,28.020095825195312,-0.008925980723486826,28.198213577270508,29.108750648498535
2014-04-01,2014,4,1,Tuesday,35.13999938964844,34.31999969482422,34.34000015258789,46569800.0,27.954973220825195,-0.002324139245503898,28.18581553867885,29.04492290496826
2014-04-02,2014,4,2,Wednesday,35.04999923706055,34.380001068115234,34.880001068115234,41863900.0,28.39456558227539,0.015725014578898522,28.24919605255127,28.9940828704834
2014-04-03,2014,4,3,Thursday,35.5,34.72999954223633,35.439998626708984,20578700.0,28.850439071655273,0.01605495558855985,28.327695029122488,28.944936904907227
2014-04-04,2014,4,4,Friday,35.70000076293945,34.650001525878906,34.810001373291016,20368900.0,28.337583541870117,-0.017776350942576236,28.338161740984237,28.891666336059572
2014-04-07,2014,4,7,Monday,34.72999954223633,33.81999969482422,34.11000061035156,24348100.0,27.76774024963379,-0.020109099683618292,28.276526314871653,28.85265827178955
2014-04-08,2014,4,8,Tuesday,34.599998474121094,33.849998474121094,34.529998779296875,20615600.0,28.109643936157227,0.012312982023373165,28.25443022591727,28.82161792755127
2014-04-09,2014,4,9,Wednesday,34.2400016784668,33.599998474121094,33.619998931884766,33165400.0,27.36884307861328,-0.026353975141999553,28.159068243844168,28.77495475769043
2014-04-10,2014,4,10,Thursday,34.060001373291016,33.29999923706055,33.29999923706055,34302100.0,27.108348846435547,-0.009517911715504423,28.059636660984584,28.730505104064942
2014-04-11,2014,4,11,Friday,33.09000015258789,31.700000762939453,31.93000030517578,45760200.0,25.99307632446289,-0.04114129297547764,27.872983523777553,28.65584239959717
2014-04-14,2014,4,14,Monday,32.880001068115234,32.150001525878906,32.54999923706055,18759700.0,26.497798919677734,0.01941757831641633,27.7590149470738,28.603538932800294
2014-04-15,2014,4,15,Tuesday,33.439998626708984,32.290000915527344,33.36000061035156,23450900.0,27.15719223022461,0.024884833360902192,27.70900821685791,28.577818069458008
2014-04-16,2014,4,16,Wednesday,33.9900016784668,33.31999969482422,33.970001220703125,18140700.0,27.65376853942871,0.01828525957302163,27.6776088987078,28.552829971313475
2014-04-17,2014,4,17,Thursday,34.09000015258789,33.79999923706055,33.97999954223633,12351100.0,27.66190528869629,0.00029423654341997896,27.63399818965367,28.537364730834963
2014-04-21,2014,4,21,Monday,34.209999084472656,33.75,33.97999954223633,9909400.0,27.66190528869629,0.0,27.60841315133231,28.522060737609863
2014-04-22,2014,4,22,Tuesday,34.439998626708984,34.0,34.22999954223633,12291600.0,27.865421295166016,0.00735726640467127,27.602016585213796,28.496625709533692
2014-04-23,2014,4,23,Wednesday,34.61000061035156,34.099998474121094,34.38999938964844,16063900.0,27.99567222595215,0.004674285359135277,27.57352420261928,28.493322715759277
2014-04-24,2014,4,24,Thursday,35.70000076293945,33.52000045776367,34.16999816894531,33352400.0,27.81657600402832,-0.006397282425595896,27.499676840645925,28.480789527893066
2014-04-25,2014,4,25,Friday,34.08000183105469,33.54999923706055,33.720001220703125,16031100.0,27.450246810913086,-0.013169456695970916,27.436295645577566,28.45592670440674
2014-04-28,2014,4,28,Monday,33.939998626708984,33.52000045776367,33.7599983215332,20175900.0,27.482818603515625,0.0011865755826132585,27.41594409942627,28.437525215148927
2014-04-29,2014,4,29,Tuesday,34.099998474121094,33.619998931884766,33.9900016784668,12087700.0,27.67005157470703,0.006812728122706391,27.38454464503697,28.41076477050781
2014-04-30,2014,4,30,Wednesday,34.540000915527344,33.84000015258789,34.47999954223633,14037800.0,28.06894302368164,0.014415999475014818,27.434551783970424,28.386172523498534
2014-05-01,2014,5,1,Thursday,35.400001525878906,34.540000915527344,34.900001525878906,19572600.0,28.410850524902344,0.012180989534669617,27.527587618146622,28.372937088012694
2014-05-02,2014,5,2,Friday,35.33000183105469,34.86000061035156,34.970001220703125,11396700.0,28.467830657958984,0.002005576461243219,27.704355784824916,28.353095169067384
2014-05-05,2014,5,5,Monday,34.88999938964844,34.630001068115234,34.75,8449100.0,28.288740158081055,-0.006290978122980406,27.832280158996582,28.32676643371582
2014-05-06,2014,5,6,Tuesday,35.13999938964844,34.75,34.75,10114500.0,28.288740158081055,0.0,27.913105010986328,28.302696952819826
2014-05-07,2014,5,7,Wednesday,35.11000061035156,34.61000061035156,35.06999969482422,9269700.0,28.549240112304688,0.009208609247634447,27.977067266191757,28.291099586486816
2014-05-08,2014,5,8,Thursday,35.43000030517578,34.72999954223633,34.849998474121094,10251500.0,28.370140075683594,-0.006273373158674822,28.027655465262278,28.264139518737792
2014-05-09,2014,5,9,Friday,34.900001525878906,34.150001525878906,34.22999954223633,16803500.0,27.865421295166016,-0.017790493073743363,28.04219232286726,28.228053283691406
2014-05-12,2014,5,12,Monday,34.939998626708984,34.380001068115234,34.81999969482422,9498900.0,28.34571647644043,0.01723624330624185,28.076499121529714,28.210771865844727
2014-05-13,2014,5,13,Tuesday,35.189998626708984,34.599998474121094,35.150001525878906,9048300.0,28.614362716674805,0.009477489851338339,28.120691299438477,28.198701820373536
2014-05-14,2014,5,14,Wednesday,35.11000061035156,34.79999923706055,34.939998626708984,10495300.0,28.44341278076172,-0.005974270250424518,28.165465354919434,28.17159355163574
2014-05-15,2014,5,15,Thursday,34.75,33.83000183105469,34.36000061035156,18088600.0,27.971250534057617,-0.01660005606020165,28.202679906572616,28.125520324707033
2014-05-16,2014,5,16,Friday,34.650001525878906,33.4900016784668,34.0,21485200.0,27.678194046020508,-0.010477060640541769,28.216635295322963,28.07326343536377
2014-05-19,2014,5,19,Monday,34.349998474121094,33.79999923706055,34.25,9006100.0,27.881704330444336,0.0073527298813445,28.2317533493042,28.02265594482422
2014-05-20,2014,5,20,Tuesday,34.29999923706055,32.959999084472656,33.06999969482422,24894200.0,26.921106338500977,-0.034452628166437904,28.149765014648438,27.962519416809084
2014-05-21,2014,5,21,Wednesday,33.619998931884766,33.099998474121094,33.459999084472656,12392400.0,27.238590240478516,0.01179312239198338,28.06603213718959,27.9395560836792
2014-05-22,2014,5,22,Thursday,33.70000076293945,33.310001373291016,33.41999816894531,8428000.0,27.206029891967773,-0.0011953756866005527,27.975903511047363,27.921105766296385
2014-05-23,2014,5,23,Friday,33.689998626708984,33.40999984741211,33.630001068115234,8267100.0,27.376989364624023,0.006283881673846192,27.91077845437186,27.918500785827636
2014-05-27,2014,5,27,Tuesday,33.97999954223633,33.77000045776367,33.939998626708984,8995100.0,27.629343032836914,0.009217728978591744,27.863678659711564,27.91605857849121
2014-05-28,2014,5,28,Wednesday,34.619998931884766,33.959999084472656,34.59000015258789,12575800.0,28.15848731994629,0.01915153344328524,27.83576774597168,27.915407333374024
2014-05-29,2014,5,29,Thursday,34.650001525878906,34.25,34.45000076293945,10880900.0,28.04452133178711,-0.00404730505812545,27.812509264264786,27.903685035705568
2014-05-30,2014,5,30,Friday,34.63999938964844,34.20000076293945,34.58000183105469,14172100.0,28.150348663330078,0.0037735474351996423,27.83286121913365,27.898312225341797
2014-06-02,2014,6,2,Monday,34.900001525878906,34.290000915527344,34.86000061035156,11556900.0,28.378286361694336,0.008097153647733668,27.835187639508927,27.89179973602295
2014-06-03,2014,6,3,Tuesday,35.689998626708984,34.75,35.2599983215332,17795900.0,28.70391082763672,0.011474423148464696,27.841583933149064,27.89587013244629
2014-06-04,2014,6,4,Wednesday,36.880001068115234,35.349998474121094,36.52000045776367,33252200.0,29.72962760925293,0.0357343913090975,27.933456420898438,27.91833827972412
2014-06-05,2014,6,5,Thursday,37.040000915527344,36.15999984741211,36.27000045776367,25094500.0,29.526111602783203,-0.0068455619136778,28.04451792580741,27.94699333190918
2014-06-06,2014,6,6,Friday,36.75,35.75,36.54999923706055,17642800.0,30.002206802368164,0.016124547857499838,28.210518836975098,27.9898917388916
2014-06-09,2014,6,9,Monday,36.83000183105469,36.34000015258789,36.5,10279300.0,29.961164474487305,-0.0013679769675348785,28.35905170440674,28.027247848510743
2014-06-10,2014,6,10,Tuesday,36.70000076293945,36.18000030517578,36.400001525878906,8460700.0,29.87908363342285,-0.0027395744626129703,28.57033579690116,28.059380416870116
2014-06-11,2014,6,11,Wednesday,36.290000915527344,35.91999816894531,36.119998931884766,8866200.0,29.649246215820312,-0.007692251222371604,28.742525509425572,28.091963424682618
2014-06-12,2014,6,12,Thursday,36.279998779296875,35.4900016784668,35.52000045776367,16818500.0,29.156723022460938,-0.016611659863938533,28.881860733032227,28.115998420715332
2014-06-13,2014,6,13,Friday,35.779998779296875,35.380001068115234,35.630001068115234,12046600.0,29.247020721435547,0.0030969769443929263,29.015434401375906,28.133047523498536
2014-06-16,2014,6,16,Monday,36.18000030517578,35.4900016784668,36.060001373291016,12603700.0,29.599987030029297,0.012068453465930551,29.15619468688965,28.148038482666017
2014-06-17,2014,6,17,Tuesday,36.380001068115234,35.619998931884766,36.36000061035156,13211600.0,29.846242904663086,0.008319458869490814,29.276748657226562,28.178211669921875
2014-06-18,2014,6,18,Wednesday,36.470001220703125,35.93000030517578,36.29999923706055,16352000.0,29.797000885009766,-0.0016498565601912318,29.401925768171036,28.218796882629395
2014-06-19,2014,6,19,Thursday,36.63999938964844,36.20000076293945,36.369998931884766,11277800.0,29.854455947875977,0.0019282163023028875,29.523647717067174,28.25369312286377
2014-06-20,2014,6,20,Friday,36.58000183105469,36.099998474121094,36.220001220703125,14018700.0,29.73133087158203,-0.004124177526762307,29.620293753487722,28.300942878723145
2014-06-23,2014,6,23,Monday,36.79999923706055,36.189998626708984,36.66999816894531,11584800.0,30.10071563720703,0.012424091179116026,29.72006552559989,28.360790214538575
2014-06-24,2014,6,24,Tuesday,37.06999969482422,36.470001220703125,36.58000183105469,15031800.0,30.02683448791504,-0.0024544648765980615,29.741294588361466,28.441465377807617
2014-06-25,2014,6,25,Wednesday,37.18000030517578,36.45000076293945,37.09000015258789,12201300.0,30.44546890258789,0.013942009599491323,29.806962966918945,28.52041877746582
2014-06-26,2014,6,26,Thursday,36.970001220703125,36.40999984741211,36.900001525878906,11463200.0,30.289512634277344,-0.005122478777040307,29.827484812055314,28.583065185546875
2014-06-27,2014,6,27,Friday,37.029998779296875,36.619998931884766,36.619998931884766,25426500.0,30.059663772583008,-0.007588397491553711,29.834520476205007,28.631183090209962
2014-06-30,2014,6,30,Monday,36.900001525878906,35.97999954223633,36.29999923706055,20862200.0,29.797000885009766,-0.008738051415359216,29.828657422746932,28.67388500213623
2014-07-01,2014,7,1,Tuesday,37.63999938964844,36.25,37.59000015258789,23414100.0,30.855894088745117,0.035536905469840674,29.914846556527273,28.73776477813721
2014-07-02,2014,7,2,Wednesday,38.150001525878906,37.369998931884766,37.7400016784668,17672200.0,30.979026794433594,0.003990573254313512,30.045011111668178,28.80003688812256
2014-07-03,2014,7,3,Thursday,38.11000061035156,37.720001220703125,37.7400016784668,6743700.0,30.979026794433594,0.0,30.16872583116804,28.85970397949219
2014-07-07,2014,7,7,Monday,37.90999984741211,37.16999816894531,37.439998626708984,11129900.0,30.732759475708008,-0.007949485319849847,30.249638148716517,28.918027648925783
2014-07-08,2014,7,8,Tuesday,37.77000045776367,37.20000076293945,37.58000183105469,11783200.0,30.84769058227539,0.0037396936860885077,30.321170125688827,28.985976524353028
2014-07-09,2014,7,9,Wednesday,38.130001068115234,37.630001068115234,37.970001220703125,11676300.0,31.167827606201172,0.010377989985082658,30.41908632005964,29.059676704406737
2014-07-10,2014,7,10,Thursday,37.900001525878906,37.349998474121094,37.75,9898900.0,30.987226486206055,-0.005794472501483683,30.499998501368932,29.12602020263672
2014-07-11,2014,7,11,Friday,38.0099983215332,37.59000015258789,37.95000076293945,6203400.0,31.151409149169922,0.005298398133080751,30.60143266405378,29.187669525146486
2014-07-14,2014,7,14,Monday,38.130001068115234,37.560001373291016,37.70000076293945,9314600.0,30.946197509765625,-0.006587555587666438,30.661824226379395,29.23837646484375
2014-07-15,2014,7,15,Tuesday,37.95000076293945,37.439998626708984,37.58000183105469,8615400.0,30.84769058227539,-0.00318316741367497,30.72045680454799,29.28597366333008
2014-07-16,2014,7,16,Wednesday,37.90999984741211,37.459999084472656,37.47999954223633,10940800.0,30.76560401916504,-0.0026610278293415224,30.743323598589217,29.335510940551757
2014-07-17,2014,7,17,Thursday,37.66999816894531,37.0099983215332,37.099998474121094,11014700.0,30.453678131103516,-0.010138786414439105,30.75504970550537,29.37880970001221
2014-07-18,2014,7,18,Friday,37.41999816894531,37.060001373291016,37.40999984741211,8741400.0,30.70814323425293,0.00835580851856177,30.801369667053223,29.42198776245117
2014-07-21,2014,7,21,Monday,37.529998779296875,37.04999923706055,37.43000030517578,6625100.0,30.72455596923828,0.0005344750042406421,30.867623601640975,29.469076080322267
2014-07-22,2014,7,22,Tuesday,37.900001525878906,37.529998779296875,37.7599983215332,9655800.0,30.99543571472168,0.008816392521818983,30.877590860639298,29.531676368713377
2014-07-23,2014,7,23,Wednesday,37.91999816894531,37.40999984741211,37.40999984741211,13865100.0,30.70814323425293,-0.009268864071244387,30.85824203491211,29.57892490386963
2014-07-24,2014,7,24,Thursday,36.849998474121094,35.31999969482422,35.7400016784668,35694100.0,29.33731460571289,-0.044640557329789,30.740976878574916,29.59338394165039
2014-07-25,2014,7,25,Friday,35.290000915527344,34.560001373291016,35.06999969482422,28537300.0,28.78734588623047,-0.018746389261385388,30.602018765040807,29.600262603759766
2014-07-28,2014,7,28,Monday,35.09000015258789,34.779998779296875,34.900001525878906,15051300.0,28.647804260253906,-0.004847325159048732,30.444884027753556,29.61379367828369
2014-07-29,2014,7,29,Tuesday,35.20000076293945,34.43000030517578,34.45000076293945,16560100.0,28.27842140197754,-0.01289393263513916,30.23849787030901,29.625798225402832
2014-07-30,2014,7,30,Wednesday,34.65999984741211,34.0099983215332,34.310001373291016,18941700.0,28.163496017456055,-0.004064066479801731,30.03680283682687,29.631434059143068
2014-07-31,2014,7,31,Thursday,34.2400016784668,33.779998779296875,33.81999969482422,13408400.0,27.76127815246582,-0.014281531836137673,29.794650622776576,29.648237495422364
2014-08-01,2014,8,1,Friday,34.0,33.29999923706055,33.439998626708984,15343800.0,27.44935417175293,-0.011235937300861809,29.544876098632812,29.652452774047852
2014-08-04,2014,8,4,Monday,34.02000045776367,33.5,33.61000061035156,11486300.0,27.588897705078125,0.0050836727324097275,29.312105178833008,29.66011013031006
2014-08-05,2014,8,5,Tuesday,33.810001373291016,33.150001525878906,33.36000061035156,11012500.0,27.383689880371094,-0.007438058123984459,29.07053988320487,29.660244140625
2014-08-06,2014,8,6,Wednesday,33.66999816894531,33.22999954223633,33.400001525878906,8715400.0,27.416522979736328,0.0011990020157499615,28.853600229535783,29.65598773956299
2014-08-07,2014,8,7,Thursday,33.630001068115234,32.79999923706055,33.11000061035156,13526700.0,27.178470611572266,-0.008682806654221165,28.601480756487167,29.636387405395507
2014-08-08,2014,8,8,Friday,33.560001373291016,33.09000015258789,33.529998779296875,9935600.0,27.523229598999023,0.012685003227516534,28.37281458718436,29.625961570739747
2014-08-11,2014,8,11,Monday,33.849998474121094,33.40999984741211,33.79999923706055,10873700.0,27.74485969543457,0.00805247420686439,28.14063058580671,29.617851791381835
2014-08-12,2014,8,12,Tuesday,34.13999938964844,33.54999923706055,33.70000076293945,10304000.0,27.66277503967285,-0.0029585536442711113,27.923104286193848,29.603541564941406
2014-08-13,2014,8,13,Wednesday,34.06999969482422,33.779998779296875,33.95000076293945,7156100.0,27.867990493774414,0.00741846954281522,27.818152563912527,29.58682315826416
2014-08-14,2014,8,14,Thursday,33.959999084472656,33.220001220703125,33.95000076293945,9956800.0,27.867990493774414,0.0,27.75248432159424,29.54959041595459
2014-08-15,2014,8,15,Friday,34.15999984741211,33.5099983215332,33.84000015258789,14153500.0,27.777692794799805,-0.0032401941214520447,27.69033350263323,29.514622039794922
2014-08-18,2014,8,18,Monday,34.439998626708984,34.040000915527344,34.400001525878906,10327200.0,28.237375259399414,0.016548619354220362,27.687401635306223,29.479325408935548
2014-08-19,2014,8,19,Tuesday,34.75,34.33000183105469,34.56999969482422,10422900.0,28.376922607421875,0.0049419376532175985,27.70264639173235,29.44764057159424
2014-08-20,2014,8,20,Wednesday,34.720001220703125,34.29999923706055,34.529998779296875,9112500.0,28.344085693359375,-0.0011571696662382447,27.744275501796178,29.41694061279297
2014-08-21,2014,8,21,Thursday,34.72999954223633,34.459999084472656,34.599998474121094,6585300.0,28.401546478271484,0.0020272583682447998,27.812289237976074,29.391986618041994
2014-08-22,2014,8,22,Friday,34.52000045776367,34.15999984741211,34.2400016784668,8665700.0,28.106035232543945,-0.010404758978657003,27.84922763279506,29.37097286224365
2014-08-25,2014,8,25,Monday,34.7400016784668,34.310001373291016,34.66999816894531,9546400.0,28.459003448486328,0.012558449209288725,27.926035744803293,29.35521251678467
2014-08-26,2014,8,26,Tuesday,35.0,34.630001068115234,34.849998474121094,7535000.0,28.606752395629883,0.0051916416332356,28.011052131652832,29.33534782409668
2014-08-27,2014,8,27,Wednesday,34.93000030517578,34.58000183105469,34.709999084472656,7118000.0,28.491832733154297,-0.004017221559660222,28.104863711765834,29.308259620666504
2014-08-28,2014,8,28,Thursday,34.75,34.220001220703125,34.68000030517578,5971400.0,28.46721649169922,-0.000863975360434921,28.172291346958705,29.281663932800292
2014-08-29,2014,8,29,Friday,34.849998474121094,34.61000061035156,34.79999923706055,5548700.0,28.565719604492188,0.003460229869038711,28.230924197605678,29.25588920593262
2014-09-02,2014,9,2,Tuesday,35.13999938964844,34.619998931884766,34.79999923706055,7824100.0,28.565719604492188,0.0,28.295420237949916,29.23257698059082
2014-09-03,2014,9,3,Wednesday,35.119998931884766,34.459999084472656,34.470001220703125,11626400.0,28.294830322265625,-0.009483019716540309,28.32590879712786,29.196459274291993
2014-09-04,2014,9,4,Thursday,34.91999816894531,34.439998626708984,34.630001068115234,9566300.0,28.42616844177246,0.00464177088220552,28.36577865055629,29.16444595336914
