Date,Year,Month,Day,Weekday,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-01-22,2015,1,22,Thursday,35.76,36.15,35.31,35.87,459900,35.87,0.009569382613826782,36.869285714285716,35.32079999999997
2015-01-23,2015,1,23,Friday,35.93,36.48,35.53,35.71,482200,35.71,-0.004460547872218834,36.807857142857145,35.364599999999975
2015-01-26,2015,1,26,Monday,35.82,36.62,35.42,36.57,912100,36.57,0.0240829076561222,36.766428571428584,35.41339999999997
2015-01-27,2015,1,27,Tuesday,36.16,36.39,35.28,35.32,624500,35.32,-0.03418102298143888,36.59142857142859,35.429599999999965
2015-01-28,2015,1,28,Wednesday,35.55,35.66,34.14,34.49,1065000,34.49,-0.023499377789605425,36.397142857142875,35.431999999999974
2015-01-29,2015,1,29,Thursday,34.68,35.11,34.2,34.81,735200,34.81,0.009278042309403656,36.17214285714287,35.45099999999997
2015-01-30,2015,1,30,Friday,34.4,35.07,34.28,34.43,1846500,34.43,-0.010916433585860252,35.89928571428573,35.458399999999976
2015-02-02,2015,2,2,Monday,34.6,35.9,33.83,35.82,1330100,35.82,0.0403717507211141,35.832857142857165,35.488799999999976
2015-02-03,2015,2,3,Tuesday,35.91,37.27,35.91,36.48,2324700,36.48,0.01842545653364347,35.78428571428574,35.522799999999975
2015-02-04,2015,2,4,Wednesday,36.52,37.89,36.43,37.43,2292300,37.43,0.02604168790735728,35.82785714285716,35.580399999999976
2015-02-05,2015,2,5,Thursday,39.19,41.75,38.82,39.76,13542500,39.76,0.06224947895699673,36.090000000000025,35.67759999999998
2015-02-06,2015,2,6,Friday,40.05,41.31,40.04,40.57,2931100,40.57,0.020372268799929483,36.346428571428596,35.778999999999975
2015-02-09,2015,2,9,Monday,39.55,40.01,38.67,39.08,4759400,39.08,-0.03672659292525504,36.56214285714289,35.840599999999974
2015-02-10,2015,2,10,Tuesday,38.25,38.72,37.6,37.94,5230200,37.94,-0.029171012050460243,36.73428571428575,35.87219999999998
2015-02-11,2015,2,11,Wednesday,37.67,38.38,37.41,37.45,2443000,37.45,-0.012915073313275793,36.84714285714289,35.885199999999976
2015-02-12,2015,2,12,Thursday,37.77,38.42,37.56,38.22,1796700,38.22,0.02056075946801217,37.0264285714286,35.92079999999998
2015-02-13,2015,2,13,Friday,37.98,40.05,37.91,39.93,2984400,39.93,0.04474094792928418,37.2664285714286,36.00079999999998
2015-02-17,2015,2,17,Tuesday,39.75,40.26,39.18,39.67,1134900,39.67,-0.006511448390767116,37.577142857142874,36.07259999999998
2015-02-18,2015,2,18,Wednesday,39.78,40.87,39.56,39.75,1564100,39.75,0.0020166835076214085,37.95285714285716,36.18659999999998
2015-02-19,2015,2,19,Thursday,39.52,39.86,38.98,39.69,1009300,39.69,-0.00150946851046585,38.30142857142859,36.29059999999998
2015-02-20,2015,2,20,Friday,40.1,41.64,39.53,41.36,2758300,41.36,0.042076141129386846,38.79642857142859,36.44299999999998
2015-02-23,2015,2,23,Monday,41.5,41.69,40.22,40.42,1505400,40.42,-0.022727331420081875,39.125000000000014,36.56559999999998
2015-02-24,2015,2,24,Tuesday,40.22,41.49,40.18,40.96,1563600,40.96,0.013359746165011677,39.445000000000014,36.73399999999998
2015-02-25,2015,2,25,Wednesday,41.15,43.02,41.0,42.46,3535000,42.46,0.03662109456854523,39.80428571428574,36.94519999999998
2015-02-26,2015,2,26,Thursday,43.52,44.08,41.21,41.75,2421300,41.75,-0.016721599147002775,39.9464285714286,37.13999999999998
2015-02-27,2015,2,27,Friday,42.0,42.85,41.57,42.01,1637800,42.01,0.006227504707382092,40.04928571428574,37.345399999999984
2015-03-02,2015,3,2,Monday,42.01,44.3,41.73,44.09,2263400,44.09,0.04951206651176032,40.40714285714288,37.56499999999998
2015-03-03,2015,3,3,Tuesday,43.53,44.15,43.09,43.49,1633400,43.49,-0.013608493355513729,40.803571428571445,37.75559999999998
2015-03-04,2015,3,4,Wednesday,43.49,43.66,42.86,43.43,853800,43.43,-0.0013796590244953277,41.23071428571429,37.918599999999984
2015-03-05,2015,3,5,Thursday,43.62,43.62,42.34,43.19,1214200,43.19,-0.005526172617553393,41.58571428571429,38.06659999999999
2015-03-06,2015,3,6,Friday,42.87,43.49,41.7,42.32,1392300,42.32,-0.02014352765796923,41.75642857142858,38.20219999999998
2015-03-09,2015,3,9,Monday,42.23,43.25,41.07,42.99,1601000,42.99,0.015831805020653622,41.99357142857144,38.34659999999999
2015-03-10,2015,3,10,Tuesday,42.58,42.9,42.0,42.55,1351600,42.55,-0.010234994748247295,42.19357142857144,38.48459999999998
2015-03-11,2015,3,11,Wednesday,42.7,43.68,42.35,42.92,1351600,42.92,0.008695627227238711,42.424285714285716,38.62659999999998
2015-03-12,2015,3,12,Thursday,43.17,43.75,43.1,43.55,869200,43.55,0.014678497087426967,42.580714285714286,38.77939999999998
2015-03-13,2015,3,13,Friday,43.3,44.82,43.17,44.25,1927000,44.25,0.01607349656033419,42.854285714285716,38.94699999999998
2015-03-16,2015,3,16,Monday,44.48,45.32,44.03,45.18,2398600,45.18,0.0210169560491702,43.15571428571428,39.12419999999999
2015-03-17,2015,3,17,Tuesday,45.4,46.23,44.92,45.29,1921500,45.29,0.0024347191148417213,43.357857142857135,39.298599999999986
2015-03-18,2015,3,18,Wednesday,45.37,45.53,44.33,45.3,1179100,45.3,0.00022076222855127448,43.61142857142856,39.46159999999998
2015-03-19,2015,3,19,Thursday,45.07,45.39,44.48,45.24,1123500,45.24,-0.00132444943938681,43.842142857142846,39.61099999999998
2015-03-20,2015,3,20,Friday,45.37,45.37,44.4,45.12,2271700,45.12,-0.0026525805068471353,43.91571428571427,39.769199999999984
2015-03-23,2015,3,23,Monday,45.21,46.42,44.71,45.79,1082200,45.79,0.014849335095376226,44.079999999999984,39.92579999999998
2015-03-24,2015,3,24,Tuesday,45.8,46.24,45.16,45.57,777500,45.57,-0.0048045690391878,44.232857142857135,40.07219999999998
2015-03-25,2015,3,25,Wednesday,45.81,46.14,44.55,44.84,1234500,44.84,-0.016019301012179743,44.350714285714275,40.23399999999998
2015-03-26,2015,3,26,Thursday,44.59,45.26,44.06,44.99,666700,44.99,0.0033452614934981195,44.54142857142856,40.39059999999997
2015-03-27,2015,3,27,Friday,44.97,45.42,44.62,45.34,656300,45.34,0.007779472350822658,44.709285714285706,40.56099999999997
2015-03-30,2015,3,30,Monday,45.55,47.16,45.34,46.23,848700,46.23,0.01962945272724359,44.97214285714285,40.76379999999997
2015-03-31,2015,3,31,Tuesday,46.15,47.95,45.24,45.39,3494100,45.39,-0.018170022948420184,45.14857142857142,40.931999999999974
2015-04-01,2015,4,1,Wednesday,45.36,45.74,44.07,44.57,1624300,44.57,-0.018065646747094433,45.221428571428575,41.102199999999975
2015-04-02,2015,4,2,Thursday,44.65,45.0,43.44,44.27,1284400,44.27,-0.006730967895774653,45.222857142857144,41.27699999999997
2015-04-06,2015,4,6,Monday,44.1,45.13,44.03,44.84,969800,44.84,0.012875529454038137,45.198571428571434,41.456399999999974
2015-04-07,2015,4,7,Tuesday,45.28,45.65,44.5,45.03,1211200,45.03,0.004237257494701829,45.18000000000001,41.64279999999998
2015-04-08,2015,4,8,Wednesday,45.3,45.59,44.45,45.24,1207200,45.24,0.004663622137748513,45.1757142857143,41.816199999999974
2015-04-09,2015,4,9,Thursday,44.75,45.12,42.66,43.91,3293500,43.91,-0.02939880154088803,45.08071428571429,41.987999999999964
2015-04-10,2015,4,10,Friday,43.88,44.41,43.64,43.81,757000,43.81,-0.0022773508191434866,44.987142857142864,42.17439999999997
2015-04-13,2015,4,13,Monday,44.0,44.62,43.78,44.28,1029100,44.28,0.010728084712921193,44.87928571428572,42.363799999999976
2015-04-14,2015,4,14,Tuesday,44.52,45.24,43.21,43.64,1479300,43.64,-0.014453464482651945,44.74142857142857,42.54799999999997
2015-04-15,2015,4,15,Wednesday,44.03,45.39,44.03,45.18,1219500,45.18,0.03528874741214216,44.76571428571428,42.73519999999997
2015-04-16,2015,4,16,Thursday,45.16,45.77,44.76,45.33,632900,45.33,0.0033200868717506715,44.79,42.91219999999996
2015-04-17,2015,4,17,Friday,45.37,45.5,44.29,45.21,1118000,45.21,-0.002647313958408448,44.78071428571428,43.06779999999997
2015-04-20,2015,4,20,Monday,45.41,45.7,44.4,45.46,744000,45.46,0.005529750167277969,44.72571428571428,43.18179999999997
2015-04-21,2015,4,21,Tuesday,45.54,46.7,45.54,46.29,1024600,46.29,0.018257849708980478,44.79,43.29619999999996
2015-04-22,2015,4,22,Wednesday,46.19,46.6,45.56,45.84,688500,45.84,-0.009721338389269918,44.880714285714284,43.43139999999997
2015-04-23,2015,4,23,Thursday,45.98,46.6,45.87,46.25,704200,46.25,0.008944150219182712,45.02214285714285,43.597599999999964
2015-04-24,2015,4,24,Friday,46.23,46.4,45.43,46.0,788900,46.0,-0.00540540540540535,45.105,43.76859999999997
2015-04-27,2015,4,27,Monday,46.14,47.38,46.01,47.18,1809900,47.18,0.025652180547299563,45.25857142857142,43.94779999999997
2015-04-28,2015,4,28,Tuesday,46.73,47.18,44.57,45.3,3654300,45.3,-0.03984741534452663,45.26285714285713,44.05519999999998
2015-04-29,2015,4,29,Wednesday,43.13,44.58,39.58,40.85,9205900,40.85,-0.09823401408136989,45.04428571428571,44.07879999999997
2015-04-30,2015,4,30,Thursday,40.54,42.45,40.51,41.17,3667500,41.17,0.007833530153665613,44.85571428571427,44.10719999999998
2015-05-01,2015,5,1,Friday,41.09,41.42,39.34,40.09,2552000,40.09,-0.026232646693972184,44.55642857142856,44.11519999999998
2015-05-04,2015,5,4,Monday,40.02,40.05,38.82,39.02,2782100,39.02,-0.026689939904007365,44.22642857142856,44.068399999999976
2015-05-05,2015,5,5,Tuesday,38.85,39.79,38.6,38.94,1460100,38.94,-0.002050277552950952,43.78071428571428,44.03879999999997
2015-05-06,2015,5,6,Wednesday,39.09,39.82,38.1,39.0,1519300,39.0,0.0015408673704950804,43.32857142857142,43.99959999999997
2015-05-07,2015,5,7,Thursday,39.15,40.3,38.64,39.41,1618100,39.41,0.01051281660031056,42.914285714285704,43.93859999999997
2015-05-08,2015,5,8,Friday,39.78,40.77,39.5,40.23,1408400,40.23,0.02080689413852066,42.54071428571427,43.90819999999997
2015-05-11,2015,5,11,Monday,40.31,40.75,39.97,39.98,838900,39.98,-0.006214268029944514,42.08999999999999,43.86759999999997
2015-05-12,2015,5,12,Tuesday,39.93,39.99,38.87,39.7,1627900,39.7,-0.0070034712982193215,41.65142857142856,43.77979999999996
2015-05-13,2015,5,13,Wednesday,39.72,40.14,39.55,39.69,735700,39.69,-0.00025194297325570325,41.18285714285714,43.703799999999966
2015-05-14,2015,5,14,Thursday,39.87,40.97,39.79,40.22,1450100,40.22,0.013353555362369818,40.769999999999996,43.639599999999966
2015-05-15,2015,5,15,Friday,40.15,40.5,39.72,39.91,844100,39.91,-0.007707642065695519,40.25071428571429,43.57399999999996
2015-05-18,2015,5,18,Monday,40.01,40.61,39.9,40.28,1374000,40.28,0.009270832706073318,39.89214285714286,43.53319999999996
2015-05-19,2015,5,19,Tuesday,40.32,40.5,39.68,39.94,984800,39.94,-0.008440917648752322,39.82714285714286,43.472199999999965
2015-05-20,2015,5,20,Wednesday,39.89,40.4,39.61,40.22,1245100,40.22,0.007010580961985591,39.759285714285724,43.42559999999996
2015-05-21,2015,5,21,Thursday,40.2,40.58,40.15,40.48,616300,40.48,0.006464403621135872,39.78714285714286,43.37679999999996
2015-05-22,2015,5,22,Friday,40.43,40.69,40.24,40.26,606400,40.26,-0.005434812825864221,39.875714285714295,43.31099999999996
2015-05-26,2015,5,26,Tuesday,40.2,40.45,39.5,39.63,738700,39.63,-0.015648218571360784,39.925000000000004,43.21859999999996
2015-05-27,2015,5,27,Wednesday,39.78,39.86,39.03,39.74,1468400,39.74,0.002775690320131252,39.97785714285715,43.10979999999996
2015-05-28,2015,5,28,Thursday,39.74,40.47,39.57,40.26,882400,40.26,0.01308496781841284,40.03857142857144,43.009199999999964
2015-05-29,2015,5,29,Friday,39.91,40.36,39.56,40.32,811200,40.32,0.0014903471384131173,40.04500000000001,42.90959999999996
2015-06-01,2015,6,1,Monday,40.39,41.2,40.34,40.78,979000,40.78,0.011408707538549612,40.10214285714286,42.82039999999997
2015-06-02,2015,6,2,Tuesday,40.65,41.09,40.32,40.38,1078600,40.38,-0.009808673937104495,40.15071428571429,42.72559999999998
2015-06-03,2015,6,3,Wednesday,40.5,40.91,40.44,40.76,972600,40.76,0.009410531039287795,40.22714285714286,42.62499999999998
2015-06-04,2015,6,4,Thursday,40.7,40.99,39.74,40.12,998400,40.12,-0.015701653974561913,40.220000000000006,42.51599999999998
2015-06-05,2015,6,5,Friday,40.02,40.28,39.31,39.59,1134700,39.59,-0.013210338818719802,40.197142857142865,42.41099999999997
2015-06-08,2015,6,8,Monday,39.7,39.85,38.65,38.89,1002500,38.89,-0.017681251837370793,40.09785714285715,42.28899999999998
2015-06-09,2015,6,9,Tuesday,38.8,38.8,36.73,37.23,3112500,37.23,-0.04268449147504905,39.90428571428572,42.126799999999974
2015-06-10,2015,6,10,Wednesday,37.26,37.99,37.26,37.63,1897800,37.63,0.010744064754153904,39.71928571428572,41.95479999999998
2015-06-11,2015,6,11,Thursday,37.62,38.02,37.13,37.3,1121100,37.3,-0.00876964713493733,39.49214285714286,41.792999999999985
2015-06-12,2015,6,12,Friday,37.27,37.79,37.21,37.4,1068000,37.4,0.0026810265647136955,39.28785714285714,41.649599999999985
2015-06-15,2015,6,15,Monday,37.26,37.96,37.1,37.82,1318400,37.82,0.011229897107215114,39.15857142857143,41.52059999999999
2015-06-16,2015,6,16,Tuesday,37.75,38.19,37.3,37.38,1873800,37.38,-0.011634019837636345,38.99,41.37139999999999
2015-06-17,2015,6,17,Wednesday,37.38,37.5,35.07,35.82,4894000,35.82,-0.0417335828976656,38.67285714285715,41.18719999999998
2015-06-18,2015,6,18,Thursday,36.0,36.27,33.38,34.77,6397700,34.77,-0.02931321178130175,38.276428571428575,40.97779999999999
2015-06-19,2015,6,19,Friday,34.63,35.68,34.13,35.1,2858800,35.1,0.009490883290562024,37.87071428571429,40.801599999999986
2015-06-22,2015,6,22,Monday,35.15,35.46,34.45,34.73,1885200,34.73,-0.01054128056893111,37.46714285714286,40.61999999999998
2015-06-23,2015,6,23,Tuesday,35.49,35.99,34.79,35.38,1682500,35.38,0.018715851841242248,37.08285714285715,40.441999999999986
2015-06-24,2015,6,24,Wednesday,35.33,36.04,35.33,35.69,2108800,35.69,0.008761943166619046,36.766428571428584,40.28299999999998
2015-06-25,2015,6,25,Thursday,35.79,35.96,35.48,35.78,1628200,35.78,0.00252171913844057,36.494285714285716,40.09499999999998
2015-06-26,2015,6,26,Friday,36.08,36.41,34.01,34.47,8531200,34.47,-0.03661256577101235,36.17857142857144,39.87779999999998
2015-06-29,2015,6,29,Monday,34.3,34.48,33.27,33.31,1378400,33.31,-0.033652445788583174,35.89857142857144,39.63979999999998
2015-06-30,2015,6,30,Tuesday,33.49,34.26,33.49,34.07,1162600,34.07,0.022815919849904054,35.64428571428573,39.41199999999998
2015-07-01,2015,7,1,Wednesday,34.05,34.1,31.16,31.67,6192000,31.67,-0.07044319460017112,35.242142857142866,39.11959999999998
2015-07-02,2015,7,2,Thursday,32.57,32.73,29.68,30.69,6373900,30.69,-0.030944096617476546,34.76285714285716,38.81659999999998
2015-07-06,2015,7,6,Monday,30.56,31.43,30.31,30.83,2524800,30.83,0.004561726530212251,34.263571428571446,38.50819999999998
2015-07-07,2015,7,7,Tuesday,30.91,31.39,30.16,30.98,1569000,30.98,0.004865378491776484,33.80642857142859,38.20779999999998
2015-07-08,2015,7,8,Wednesday,31.63,31.88,30.66,31.42,1879500,31.42,0.01420272887537477,33.49214285714287,37.89259999999998
2015-07-09,2015,7,9,Thursday,32.01,32.58,31.36,31.56,2222700,31.56,0.004455741225604548,33.262857142857165,37.61779999999998
2015-07-10,2015,7,10,Friday,31.82,32.13,31.15,31.21,1762900,31.21,-0.011089999600520484,32.98500000000002,37.42499999999998
2015-07-13,2015,7,13,Monday,31.56,32.27,31.2,32.15,1715500,32.15,0.030118630854875983,32.8007142857143,37.244599999999984
2015-07-14,2015,7,14,Tuesday,32.45,32.48,31.86,32.43,1765500,32.43,0.008709137356385233,32.59000000000002,37.091399999999986
2015-07-15,2015,7,15,Wednesday,32.35,32.5,31.27,31.39,1452600,31.39,-0.03206909977615269,32.28285714285716,36.938799999999986
2015-07-16,2015,7,16,Thursday,31.59,31.99,31.33,31.66,1444900,31.66,0.008601480185205457,31.988571428571447,36.793199999999985
2015-07-17,2015,7,17,Friday,31.76,31.88,31.29,31.64,1016600,31.64,-0.0006317264011391766,31.786428571428587,36.64599999999999
2015-07-20,2015,7,20,Monday,31.51,32.68,31.25,32.57,2402400,32.57,0.029393183410744594,31.733571428571445,36.509199999999986
2015-07-21,2015,7,21,Tuesday,32.5,33.51,32.43,33.38,1206500,33.38,0.024869554218010403,31.68428571428573,36.37219999999999
2015-07-22,2015,7,22,Wednesday,33.08,33.97,33.08,33.84,1832300,33.84,0.013780679141800478,31.839285714285726,36.24939999999999
2015-07-23,2015,7,23,Thursday,33.74,34.58,33.52,33.86,2432300,33.86,0.0005910300730935791,32.0657142857143,36.13259999999998
2015-07-24,2015,7,24,Friday,33.86,34.08,33.57,33.79,2112500,33.79,-0.002067327039646294,32.27714285714287,36.01459999999998
2015-07-27,2015,7,27,Monday,32.13,32.13,29.72,31.01,6509500,31.01,-0.08227287988524523,32.27928571428573,35.83039999999998
2015-07-28,2015,7,28,Tuesday,36.1,36.31,29.0,33.25,16341000,33.25,0.07223475506562216,32.41000000000001,35.69719999999998
2015-07-29,2015,7,29,Wednesday,32.82,32.89,29.8,32.32,6958600,32.32,-0.027969933990249052,32.46428571428573,35.53799999999998
2015-07-30,2015,7,30,Thursday,32.33,32.33,31.31,31.64,2034400,31.64,-0.021039613601378737,32.49500000000001,35.37199999999998
2015-07-31,2015,7,31,Friday,31.45,32.13,31.06,31.71,1502400,31.71,0.002212379777956741,32.46357142857144,35.20179999999998
2015-08-03,2015,8,3,Monday,31.57,32.14,30.04,30.39,3293100,30.39,-0.04162723850315653,32.31785714285716,34.99999999999998
2015-08-04,2015,8,4,Tuesday,30.45,30.5,29.93,30.29,1596500,30.29,-0.0032905059601664455,32.23928571428573,34.80059999999998
2015-08-05,2015,8,5,Wednesday,30.49,30.79,29.89,30.1,1532100,30.1,-0.006272714701709314,32.12785714285716,34.60999999999998
2015-08-06,2015,8,6,Thursday,29.95,30.12,28.1,29.19,2797000,29.19,-0.030232552687020076,31.95285714285716,34.39899999999998
2015-08-07,2015,8,7,Friday,29.11,29.63,28.65,28.85,1464900,28.85,-0.011647829611760141,31.687142857142874,34.17079999999998
2015-08-10,2015,8,10,Monday,28.94,29.69,28.93,29.58,1083000,29.58,0.02530327669268262,31.4157142857143,33.955999999999975
2015-08-11,2015,8,11,Tuesday,29.52,29.82,28.26,28.61,1425000,28.61,-0.03279240418716545,31.042142857142874,33.71259999999997
2015-08-12,2015,8,12,Wednesday,28.35,30.06,28.3,29.98,1537900,29.98,0.047885316415864576,30.76500000000002,33.504599999999975
2015-08-13,2015,8,13,Thursday,29.95,30.6,29.73,30.32,1920000,30.32,0.011340899192106235,30.517142857142876,33.29579999999997
2015-08-14,2015,8,14,Friday,30.15,30.85,30.11,30.64,1071900,30.64,0.010554079750826784,30.4907142857143,33.10619999999997
2015-08-17,2015,8,17,Monday,30.6,31.25,30.26,31.22,1249800,31.22,0.01892950180351516,30.345714285714305,32.93879999999998
2015-08-18,2015,8,18,Tuesday,31.14,31.32,30.41,30.47,1596200,30.47,-0.024023062668011796,30.21357142857145,32.770399999999974
2015-08-19,2015,8,19,Wednesday,30.27,30.33,29.67,29.95,914600,29.95,-0.01706591933486301,30.092857142857163,32.62479999999998
2015-08-20,2015,8,20,Thursday,29.75,29.92,28.32,28.38,1336800,28.38,-0.05242075332817997,29.85500000000002,32.43979999999998
2015-08-21,2015,8,21,Friday,27.62,29.08,27.21,28.13,2198100,28.13,-0.008809020697421621,29.693571428571452,32.25639999999998
2015-08-24,2015,8,24,Monday,26.35,28.54,25.13,27.16,1748300,27.16,-0.034482735239728224,29.470000000000024,32.05159999999998
2015-08-25,2015,8,25,Tuesday,27.9,28.29,27.16,27.61,2400700,27.61,0.016568511246966455,29.29214285714288,31.84739999999998
2015-08-26,2015,8,26,Wednesday,26.26,26.32,24.85,25.92,4720900,25.92,-0.0612097246178257,29.05857142857145,31.61819999999998
2015-08-27,2015,8,27,Thursday,26.23,26.48,25.6,26.1,1476200,26.1,0.006944456197760962,28.86214285714288,31.42379999999998
2015-08-28,2015,8,28,Friday,26.12,26.95,25.88,26.91,1567000,26.91,0.031034461843052696,28.6714285714286,31.26659999999998
2015-08-31,2015,8,31,Monday,26.95,26.95,26.28,26.45,961300,26.45,-0.01709398316911892,28.517142857142883,31.093599999999984
2015-09-01,2015,9,1,Tuesday,25.69,26.16,25.06,25.17,1603400,25.17,-0.04839321927124429,28.173571428571453,30.902399999999986
2015-09-02,2015,9,2,Wednesday,25.38,27.07,25.3,26.83,2195600,26.83,0.06595152333652798,27.924285714285737,30.73139999999998
2015-09-03,2015,9,3,Thursday,26.9,27.11,26.48,26.91,1534600,26.91,0.002981734026594962,27.65785714285717,30.55579999999998
2015-09-04,2015,9,4,Friday,26.55,26.82,25.98,26.45,918800,26.45,-0.01709398316911892,27.317142857142887,30.36919999999998
2015-09-08,2015,9,8,Tuesday,26.65,27.05,24.87,25.5,2401400,25.5,-0.03591685200518224,26.962142857142883,30.18979999999998
2015-09-09,2015,9,9,Wednesday,25.7,26.16,25.43,25.74,2281900,25.74,0.009411755730124094,26.661428571428598,30.03839999999998
2015-09-10,2015,9,10,Thursday,25.75,28.0,25.58,27.42,2751700,27.42,0.06526807770452447,26.592857142857174,29.905399999999986
2015-09-11,2015,9,11,Friday,27.23,27.62,26.56,27.6,1723300,27.6,0.006564562533732499,26.55500000000003,29.823999999999984
2015-09-14,2015,9,14,Monday,27.57,27.57,26.98,27.34,1378300,27.34,-0.009420298017691175,26.56785714285717,29.75699999999998
2015-09-15,2015,9,15,Tuesday,27.26,27.97,27.19,27.83,1517600,27.83,0.017922449465377355,26.583571428571453,29.69699999999998
2015-09-16,2015,9,16,Wednesday,27.44,27.51,26.1,26.9,4470500,26.9,-0.03341718676698924,26.65357142857145,29.61539999999998
2015-09-17,2015,9,17,Thursday,26.61,28.57,26.61,27.75,3852200,27.75,0.031598527640282814,26.771428571428594,29.54199999999998
2015-09-18,2015,9,18,Friday,27.47,28.35,27.28,28.13,3987200,28.13,0.013693663451048721,26.858571428571448,29.473399999999984
2015-09-21,2015,9,21,Monday,28.47,28.49,27.34,27.92,1731700,27.92,-0.0074653071716243025,26.96357142857145,29.407599999999984
2015-09-22,2015,9,22,Tuesday,27.48,27.5,25.85,25.91,3002400,25.91,-0.07199141201251169,27.016428571428595,29.282799999999984
2015-09-23,2015,9,23,Wednesday,26.01,26.18,25.46,25.59,1503500,25.59,-0.01235043213850806,26.927857142857164,29.14599999999998
2015-09-24,2015,9,24,Thursday,25.29,25.89,24.82,25.22,3253800,25.22,-0.01445880566733726,26.807142857142875,29.02259999999998
2015-09-25,2015,9,25,Friday,25.48,25.69,24.87,24.89,2527200,24.89,-0.013084850622153366,26.695714285714303,28.88719999999998
2015-09-28,2015,9,28,Monday,24.8,25.1,23.53,24.05,2290200,24.05,-0.033748500328900755,26.592142857142875,28.735399999999977
2015-09-29,2015,9,29,Tuesday,24.13,24.83,23.83,24.26,1320300,24.26,0.008731850248780093,26.486428571428586,28.569199999999977
2015-09-30,2015,9,30,Wednesday,24.29,24.67,23.89,24.34,908300,24.34,0.0032976060573493005,26.266428571428584,28.388399999999976
2015-10-01,2015,10,1,Thursday,24.53,24.93,23.91,24.49,1045400,24.49,0.006162679440834928,26.044285714285728,28.201399999999975
2015-10-02,2015,10,2,Friday,24.04,25.81,24.04,25.8,857900,25.8,0.05349119959924642,25.93428571428573,28.040199999999977
2015-10-05,2015,10,5,Monday,25.92,27.36,25.92,27.16,3235900,27.16,0.05271320351040876,25.88642857142859,27.90759999999998
2015-10-06,2015,10,6,Tuesday,27.04,28.17,26.75,27.36,3323200,27.36,0.007363798382292952,25.919285714285735,27.834599999999977
2015-10-07,2015,10,7,Wednesday,27.57,28.51,26.97,28.49,1664500,28.49,0.041301137995555015,25.972142857142877,27.73939999999998
2015-10-08,2015,10,8,Thursday,28.32,30.31,27.9,29.96,3101600,29.96,0.05159702791028842,26.102857142857165,27.69219999999998
2015-10-09,2015,10,9,Friday,29.9,30.39,29.39,30.18,2189400,30.18,0.007343165134378937,26.264285714285734,27.66299999999998
2015-10-12,2015,10,12,Monday,30.2,30.46,29.42,29.8,1505100,29.8,-0.012591155211157057,26.542142857142874,27.62479999999998
2015-10-13,2015,10,13,Tuesday,29.76,30.3,29.52,30.18,1657400,30.18,0.012751714021611349,26.870000000000022,27.62059999999998
2015-10-14,2015,10,14,Wednesday,30.3,31.2,30.01,30.3,3231400,30.3,0.003976107709455112,27.232857142857167,27.620799999999978
2015-10-15,2015,10,15,Thursday,30.25,30.95,28.97,30.51,1679700,30.51,0.006930725977195129,27.63428571428574,27.628999999999976
2015-10-16,2015,10,16,Friday,30.68,31.53,30.39,31.32,1648800,31.32,0.02654865486286062,28.15357142857145,27.671599999999977
2015-10-19,2015,10,19,Monday,31.12,31.66,30.67,30.81,1941000,30.81,-0.016283532370727216,28.621428571428595,27.710799999999978
2015-10-20,2015,10,20,Tuesday,30.9,31.28,30.64,30.88,2397700,30.88,0.002271979748055486,29.088571428571452,27.73679999999998
2015-10-21,2015,10,21,Wednesday,30.68,30.96,29.27,29.92,2317500,29.92,-0.031088054098535878,29.476428571428595,27.762999999999984
2015-10-22,2015,10,22,Thursday,30.17,30.83,29.51,30.1,1514800,30.1,0.006016052965133412,29.783571428571456,27.765399999999982
2015-10-23,2015,10,23,Friday,30.57,31.42,30.11,31.04,2702900,31.04,0.031229253227395448,30.06071428571431,27.77979999999998
2015-10-26,2015,10,26,Monday,31.0,32.97,30.93,32.09,6434900,32.09,0.03382729401065521,30.398571428571454,27.808799999999977
2015-10-27,2015,10,27,Tuesday,22.92,27.34,22.49,24.49,29557300,24.49,-0.23683391540454157,30.11285714285717,27.674199999999978
2015-10-28,2015,10,28,Wednesday,24.3,24.67,23.43,24.41,6905800,24.41,-0.0032666363598908843,29.7164285714286,27.55299999999998
2015-10-29,2015,10,29,Thursday,24.25,24.98,23.62,23.85,3904400,23.85,-0.022941395716631008,29.264285714285744,27.430999999999976
2015-10-30,2015,10,30,Friday,23.98,24.11,23.06,23.98,3288200,23.98,0.005450698477456051,28.84857142857146,27.342999999999975
2015-11-02,2015,11,2,Monday,23.98,24.64,23.76,24.34,1761800,24.34,0.015012536164460188,28.4314285714286,27.26719999999997
2015-11-03,2015,11,3,Tuesday,24.2,24.93,24.2,24.56,1690600,24.56,0.009038591289043163,28.0214285714286,27.215199999999967
2015-11-04,2015,11,4,Wednesday,24.43,25.0,24.22,24.37,966600,24.37,-0.007736100604255225,27.582857142857172,27.15039999999997
2015-11-05,2015,11,5,Thursday,24.43,25.12,24.15,24.28,1808800,24.28,-0.0036930713782741265,27.08000000000003,27.117599999999968
2015-11-06,2015,11,6,Friday,24.25,25.28,23.85,25.19,1478700,25.19,0.03747939957483726,26.678571428571455,27.099399999999967
2015-11-09,2015,11,9,Monday,25.03,26.3,24.88,25.85,2997300,25.85,0.026200866749477525,26.319285714285744,27.078199999999967
2015-11-10,2015,11,10,Tuesday,25.69,25.86,24.68,25.02,1449000,25.02,-0.032108313789466325,25.969285714285743,27.049599999999963
