Date,Year,Month,Day,Weekday,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-09-16,2014,9,16,Tuesday,183.9,184.56,182.8,184.04,2137600.0,172.98,0.0003259496703356124,169.41142857142853,163.5242
2014-09-17,2014,9,17,Wednesday,183.82,185.77,183.46,184.82,2820300.0,173.72,0.004238523059379107,169.88214285714278,163.9082
2014-09-18,2014,9,18,Thursday,185.83,188.43,185.5,187.89,3566600.0,176.6,0.01661068111706654,170.56928571428563,164.35420000000002
2014-09-19,2014,9,19,Friday,188.26,188.58,185.88,186.2,5442900.0,175.02,-0.008994554295132517,171.0457142857142,164.79200000000003
2014-09-22,2014,9,22,Monday,186.0,186.95,185.1,185.29,1826100.0,174.16,-0.004887273437438666,171.4164285714285,165.18680000000003
2014-09-23,2014,9,23,Tuesday,184.57,186.86,184.57,185.09,1977600.0,173.97,-0.0010795765872938512,171.7849999999999,165.53660000000002
2014-09-24,2014,9,24,Wednesday,185.26,188.12,184.47,187.81,2834200.0,176.53,0.01469563594403911,172.30428571428567,165.89680000000004
2014-09-25,2014,9,25,Thursday,187.46,187.8,183.46,184.09,3074600.0,173.03,-0.019807133966976975,172.59571428571425,166.16280000000006
2014-09-26,2014,9,26,Friday,184.75,185.6,183.22,185.12,1932500.0,174.0,0.005594888452765678,172.93214285714285,166.45420000000004
2014-09-29,2014,9,29,Monday,183.11,184.56,182.2,183.83,1745400.0,172.79,-0.0069683581712598475,173.36428571428567,166.69660000000007
2014-09-30,2014,9,30,Tuesday,184.41,184.99,182.68,183.57,2037700.0,172.54,-0.00141427814236883,173.6121428571428,166.9292000000001
2014-10-01,2014,10,1,Wednesday,183.19,183.85,180.33,180.7,4196300.0,169.85,-0.015634452836599366,173.5921428571428,167.0462000000001
2014-10-02,2014,10,2,Thursday,180.6,183.43,180.59,182.88,2782600.0,171.89,0.012064333529302695,173.57214285714278,167.1704000000001
2014-10-03,2014,10,3,Friday,184.61,188.54,184.57,188.07,3271400.0,176.77,0.028379587546869756,173.8464285714285,167.4026000000001
2014-10-06,2014,10,6,Monday,189.07,189.5,187.15,187.48,1934800.0,176.22,-0.0031376823653791464,174.07785714285706,167.64000000000007
2014-10-07,2014,10,7,Tuesday,186.56,186.56,183.62,183.8,2927100.0,172.76,-0.019628641794345536,174.00928571428562,167.79780000000005
2014-10-08,2014,10,8,Wednesday,184.03,187.0,182.15,186.64,3154500.0,175.43,0.015451490246821464,173.92571428571418,168.01660000000007
2014-10-09,2014,10,9,Thursday,185.82,186.17,180.75,181.27,4892900.0,170.38,-0.028771865367776428,173.59428571428563,168.13040000000004
2014-10-10,2014,10,10,Friday,181.57,182.95,180.06,180.38,4405600.0,169.54,-0.004909948895335359,173.26428571428565,168.28160000000008
